90, *, 51744, Educated, *, NonMarried, Exec-managerial, Single, Orient, Male, 0, 0, 50-100, *, >50k
56, *, 110238, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, >50k
56, *, 357118, Educated, *, Married, Prof-specialty, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
56, *, 346635, Educated, *, Married, Sales, Single, Occident, Female, 0, 2339, 50-100, *, <=50k
56, *, 200235, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 571017, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 146660, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 216851, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 250873, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 146326, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 208431, Educated, *, Married, Exec-managerial, Single, Orient, Female, 0, 0, 0-50, *, <=50k
56, *, 99894, Educated, *, Married, Sales, In-Family, Orient, Female, 0, 0, 0-50, *, >50k
56, *, 106723, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 182273, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 285730, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 162137, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 133025, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 238638, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 204816, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 105363, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 4508, 0, 50-100, *, <=50k
56, *, 235197, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 170217, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 229525, Educated, *, Married, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 212864, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 179625, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 103948, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 197369, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 282023, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 53366, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 100776, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 177271, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 175057, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 357118, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 189975, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 1902, 50-100, *, >50k
56, *, 187295, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 134153, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 233312, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 144380, Educated, *, Married, Prof-specialty, Single, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 247337, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 101436, Educated, *, Married, Adm-clerical, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 136413, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 181220, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 370045, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 367984, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
56, *, 206399, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 77415, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 204254, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 50-100, *, <=50k
56, *, 365050, Educated, *, NonMarried, Farming-fishing, Single, Orient, Female, 0, 0, 0-50, *, <=50k
56, *, 105281, Educated, *, Married, Sales, Single, Occident, Female, 0, 1974, 50-100, *, <=50k
56, *, 157749, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 226985, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 193622, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 37394, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 110003, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 161662, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 323639, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 170148, Educated, *, Married, Craft-repair, Single, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 193818, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 275236, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 208451, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 160932, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 274111, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 98630, Educated, *, NonMarried, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 265086, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 157639, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 78090, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 367200, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 201318, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 3411, 0, 50-100, *, <=50k
56, *, 183081, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 159724, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 67841, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 102106, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 119069, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 219426, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 81954, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 67153, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 92444, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
56, *, 301835, Educated, *, Married, Machine-op-inspct, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 183169, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 238806, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 174351, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 277420, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 174744, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 89922, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
56, *, 115439, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 119859, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 130454, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 101338, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 98418, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 99999, 0, 50-100, *, >50k
56, *, 356067, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 220187, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 329059, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 196307, Educated, *, NonMarried, Prof-specialty, Single, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 193130, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 198388, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 143266, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 104996, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 444089, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 145574, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 201344, Educated, *, Married, Craft-repair, Single, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 222182, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 208809, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 1902, 50-100, *, >50k
56, *, 53366, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 83196, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 92215, Educated, *, Married, Craft-repair, Single, Occident, Female, 0, 0, 50-100, *, >50k
56, *, 109015, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 7688, 0, 50-100, *, >50k
56, *, 279340, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 50-100, *, <=50k
56, *, 176118, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 3103, 0, 50-100, *, >50k
56, *, 192869, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 179781, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 136472, Educated, *, Married, Machine-op-inspct, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 200235, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 145574, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 1902, 50-100, *, >50k
56, *, 75785, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 345730, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 91545, Educated, *, Married, Adm-clerical, Single, Orient, Female, 0, 0, 0-50, *, <=50k
56, *, 115422, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 147202, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 115422, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 311249, Educated, *, Married, Adm-clerical, Single, Orient, Female, 0, 0, 0-50, *, <=50k
56, *, 35373, Educated, *, Married, Other-service, Single, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 105582, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 7688, 0, 50-100, *, >50k
56, *, 175127, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 147653, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 39380, Educated, *, Married, Farming-fishing, Single, Occident, Female, 27828, 0, 0-50, *, >50k
56, *, 134286, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 73746, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 143030, Educated, *, Married, Craft-repair, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 107165, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 84774, Educated, *, Married, Farming-fishing, In-Family, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 26716, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
56, *, 184553, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 122390, Educated, *, Married, Sales, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
56, *, 104945, Educated, *, Married, Other-service, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 124771, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 83922, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 157486, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 133819, Educated, *, Married, Craft-repair, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 141877, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 235826, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 5013, 0, 50-100, *, <=50k
56, *, 101128, Educated, *, Married, Other-service, Single, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 403072, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 65325, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 139616, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 244605, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 147989, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 128764, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 247119, Educated, *, Married, Machine-op-inspct, Single, Orient, Female, 0, 0, 50-100, *, <=50k
56, *, 117148, Educated, *, Married, Machine-op-inspct, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 216824, Educated, *, Married, Adm-clerical, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
56, *, 178202, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 190257, Educated, *, Married, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 204049, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 1848, 50-100, *, >50k
56, *, 116143, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 5178, 0, 50-100, *, >50k
56, *, 273084, Educated, *, Married, Exec-managerial, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
56, *, 162130, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 1887, 50-100, *, >50k
56, *, 98418, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 314727, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
56, *, 60166, Educated, *, NonMarried, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 671292, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
56, *, 66356, Educated, *, Married, Farming-fishing, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 340171, Educated, *, Married, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 134195, Educated, *, NonMarried, Sales, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 61885, Educated, *, NonMarried, Transport-moving, Single, Orient, Male, 0, 2001, 50-100, *, <=50k
56, *, 213105, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
56, *, 108276, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 76142, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 290641, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 318329, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 199763, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 184598, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 117881, Educated, *, Married, Machine-op-inspct, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 219762, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 99359, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 1617, 50-100, *, <=50k
56, *, 95763, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 156229, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 7688, 0, 50-100, *, >50k
56, *, 258752, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 225267, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 343849, Educated, *, Married, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 197114, Educated, *, NonMarried, Handlers-cleaners, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 204816, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 182062, Educated, *, Married, Tech-support, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 261232, Educated, *, NonMarried, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 110257, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 52953, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 1669, 0-50, *, <=50k
56, *, 245215, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 117872, Educated, *, Married, Craft-repair, In-Family, Orient, Male, 0, 0, 50-100, *, >50k
56, *, 258883, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 188856, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 8614, 0, 50-100, *, >50k
56, *, 73684, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 143931, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 266091, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 2907, 0, 50-100, *, <=50k
56, *, 244554, Educated, *, Married, Machine-op-inspct, Single, Orient, Female, 0, 0, 50-100, *, <=50k
56, *, 87584, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 298695, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 159770, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 24127, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 178033, Educated, *, Married, Exec-managerial, Single, Occident, Male, 4416, 0, 50-100, *, <=50k
56, *, 172618, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 7688, 0, 50-100, *, >50k
56, *, 132026, Educated, *, Married, Sales, In-Family, Orient, Male, 7688, 0, 50-100, *, >50k
56, *, 179641, Educated, *, NonMarried, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 437727, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 178353, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 168625, Educated, *, Married, Prof-specialty, Single, Occident, Female, 4101, 0, 50-100, *, <=50k
56, *, 303090, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 413373, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 125147, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 179594, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 135458, Educated, *, Married, Tech-support, Single, Orient, Female, 0, 0, 50-100, *, <=50k
56, *, 211804, Educated, *, Married, Sales, In-Family, Occident, Male, 15024, 0, 50-100, *, >50k
56, *, 198277, Educated, *, NonMarried, Handlers-cleaners, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 91262, Educated, *, Married, Transport-moving, In-Family, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 659558, Educated, *, Married, Other-service, Single, Orient, Female, 0, 0, 50-100, *, <=50k
56, *, 210731, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 195668, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
56, *, 124137, Educated, *, Married, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 398067, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 187355, Educated, *, Married, Sales, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
56, *, 172364, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 282023, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 131608, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 186556, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 98809, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Female, 5013, 0, 50-100, *, <=50k
56, *, 435022, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 242670, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 121362, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 163212, Educated, *, Married, Adm-clerical, Single, Occident, Female, 99999, 0, 50-100, *, >50k
56, *, 385632, Educated, *, Married, Other-service, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 212864, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 200316, Educated, *, Married, Adm-clerical, In-Family, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 371064, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 111218, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 160829, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 238582, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 175127, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 0-50, *, <=50k
56, *, 156052, Educated, *, Married, Other-service, Single, Orient, Female, 594, 0, 0-50, *, <=50k
56, *, 81220, Educated, *, NonMarried, Adm-clerical, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 199713, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 220187, Educated, *, Married, Other-service, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 31782, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 144351, Educated, *, Married, Transport-moving, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 165881, Educated, *, Married, Sales, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 392160, Educated, *, Married, Sales, Single, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 435836, Educated, *, Married, Prof-specialty, Single, Occident, Female, 0, 0, 50-100, *, <=50k
56, *, 271795, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 70720, Educated, *, Married, Exec-managerial, Single, Occident, Male, 27828, 0, 50-100, *, >50k
56, *, 183884, Educated, *, Married, Machine-op-inspct, In-Family, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 35520, Educated, *, Married, Craft-repair, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 156842, Educated, *, Married, Other-service, Single, Orient, Male, 0, 0, 50-100, *, <=50k
56, *, 314149, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 249368, Educated, *, Married, Exec-managerial, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 50791, Educated, *, Married, Sales, Single, Occident, Male, 0, 1876, 50-100, *, <=50k
56, *, 174533, Educated, *, NonMarried, Exec-managerial, Single, Occident, Female, 0, 0, 50-100, *, >50k
56, *, 346033, Educated, *, Married, Adm-clerical, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 142182, Educated, *, Married, Craft-repair, In-Family, Occident, Male, 0, 0, 50-100, *, >50k
56, *, 232139, Educated, *, Married, Transport-moving, Single, Occident, Male, 0, 0, 50-100, *, <=50k
56, *, 75214, Educated, *, Married, Prof-specialty, In-Family, Occident, Male, 0, 0, 0-50, *, >50k
56, *, 54260, Educated, *, Married, Prof-specialty, Single, Orient, Male, 2885, 0, 50-100, *, <=50k
56, *, 153451, Educated, *, Married, Adm-clerical, Single, Occident, Female, 0, 0, 0-50, *, <=50k
56, *, 216636, Educated, *, Married, Exec-managerial, In-Family, Occident, Male, 0, 1651, 50-100, *, <=50k
56, *, 170070, Educated, *, Married, Exec-managerial, In-Family, Occident, Female, 0, 0, 50-100, *, >50k
